Source,Target
Abdullah Al-Hamdani,Ismail Sengör Altingövde
Abdullah Al-Hamdani,Selma Ayse Özel
Abdullah Al-Hamdani,Özgür Ulusoy
Achim Kraiss,Frank Schön
Achim Kraiss,Gerhard Weikum
Achim Kraiss,Uwe Deppisch
Ada Wai-Chee Fu,David Wai-Lok Cheung
Ada Wai-Chee Fu,Frank Chi-Hung Tong
Ada Wai-Chee Fu,Ke Wang 0001
Adam Czezowski,Peter Christen
Adam Kowalczyk,Alexander J. Smola
Adam Laud,Gerald DeJong
Adam Meyerson,Nina Mishra
Adam Meyerson,Rajeev Motwani 0001
Adam Milstein,Evan Tang Williamson
Adam Milstein,Javier Nicolás Sánchez
Adam Rosien,Jeffrey Heer
Adriano Veloso,Bruno Gusmão Rocha
Adriano Veloso,Bruno Pôssas
Adriano Veloso,Mohammed Javeed Zaki
Adriano Veloso,Márcio de Carvalho
Adriano Veloso,Wagner Meira Jr.
Ahmed K. Elmagarmid,Athena Vakali
Ahmed K. Elmagarmid,Ihab F. Ilyas
Ahmed K. Elmagarmid,Moustafa A. Hammad
Ahmed K. Elmagarmid,Sunil Prabhakar
Ahmed K. Elmagarmid,Vassilios S. Verykios
Ahmed K. Elmagarmid,Yi-Cheng Tu
Ahuva Mu'alem,Noam Nisan
Aidan Finn,Barry Smyth
Aidan Finn,Nicholas Kushmerick
Alan Fern,Jeffrey Mark Siskind
Alan Fern,Robert Givan
Alberto H. F. Laender,Edward A. Fox
Alberto H. F. Laender,Juliano Palmieri Lage
Alberto H. F. Laender,Marcos André Gonçalves
Alberto H. F. Laender,Monique V. Vieira
Alberto H. F. Laender,Pablo A. Roberto
Alberto Lavelli,Bernardo Magnini
Alberto Lavelli,Fabrizio Sebastiani 0001
Alberto O. Mendelzon,John Keenleyside
Alberto O. Mendelzon,Kelly A. Lyons
Alberto Pan,Anastasio Molano
Alberto Pan,Juan Raposo
Alberto Pan,Justo Hidalgo
Alberto Pan,Lucía Ardao
Alberto Pan,Manuel Álvarez
Alberto Pan,Paula Montoto
Alberto Pan,Vicente Orjales
Alberto Pan,Ángel Viña
Albrecht Schmidt 0002,Florian Waas
Albrecht Schmidt 0002,Ioana Manolescu
Albrecht Schmidt 0002,Martin L. Kersten
Albrecht Schmidt 0002,Michael J. Carey 0001
Albrecht Schmidt 0002,Ralph Busse
Alessandro Campi,Stefano Ceri
Alex Fabrikant,Tad Hogg
Alex S. Fukunaga,David Andre
Alex S. Fukunaga,Ed Hamilton
Alex S. Fukunaga,Jason Fama
Alex S. Fukunaga,Ofer Matan
Alexander G. Hauptmann,ChengXiang Zhai
Alexander G. Hauptmann,James P. Callan
Alexander Hinneburg,Daniel A. Keim
Alexander Hinneburg,Markus Wawryniuk
Alexander Kott,John Langston
Alexander Kott,Kenneth D. Forbus
Alexander Kott,Larry Ground
Alexander Kott,Ray Budd
Alexander Kreutz,Alfons Kemper
Alexander Kreutz,Donald Kossmann
Alexander M. Fraser,Ralph M. Weischedel
Alexander Maedche,Valentin Zacharias
Alexander S. Szalay,Ani Thakar
Alexander S. Szalay,Christopher Stoughton
Alexander S. Szalay,Jan vandenBerg
Alexander S. Szalay,Jim Gray 0001
Alexander S. Szalay,Peter Z. Kunszt
Alexander Tuzhilin,Bing Liu 0001
Alexander Tuzhilin,Gediminas Adomavicius
Alexander Ypma,Tom Heskes
Alexandra Poulovassilis,Peter T. Wood
Alexandre Termier,Michèle Sebag
Alexandre V. Evfimievski,Johannes Gehrke
Alexandre V. Evfimievski,Rakesh Agrawal 0001
Alexandros Nanopoulos,Yannis Manolopoulos
Alexandros Nanopoulos,Yannis Theodoridis
Alfons Kemper,Donald Kossmann
Alfredo Cuzzocrea,Andrea Pugliese 0001
Alfredo Cuzzocrea,Carlo Mastroianni
Alfredo Cuzzocrea,Riccardo Ortale
Ali Saman Tosun,Hakan Ferhatosmanoglu
Alin Dobra,Johannes Gehrke
Alin Dobra,Rajeev Rastogi
Alok Kirpal,Chandra Mouli
Amal Perera,Yi Zhang
Amir Globerson,Naftali Tishby
Amy Greenwald,Peter R. Wurman
Amy Greenwald,Peter Stone
Amy P. Felty,Stan Matwin
Anastasio Molano,Ángel Viña
Andreas Geyer-Schulz,Michael Hahsler
Andreas Grünhagen,Donald Kossmann
Andreas Grünhagen,Steffen Rost
Andreas Koeller,Elke A. Rundensteiner
Andreas Rauber,Dieter Merkl
Andreas Rauber,Elias Pampalk
Andrew Garland,Neal Lesh
Andrew Graves,Mounia Lalmas
Andrew I. Schein,David M. Pennock
Andrew I. Schein,Lyle H. Ungar
Andrew J. Martignoni III,William D. Smart
Andrew Turpin,William R. Hersh
Andrew W. Moore 0001,Gregory F. Cooper
Andrew W. Moore 0001,Jeff G. Schneider
Andrew W. Moore 0001,Michael M. Wagner
Andrzej Cichocki,Joseph Desmarais
Andrzej Cichocki,Peter Bates
André Seifert,Marc H. Scholl
Angela Bonifati,Alessandro Campi
Angela Bonifati,Daniele Braga
Angela Bonifati,Stefano Ceri
Angelo J. Pilotto,Ophir Frieder
Ani Thakar,Christopher Stoughton
Ani Thakar,Jan vandenBerg
Ani Thakar,Peter Z. Kunszt
Anis Benammar,Gilles Hubert
Anis Benammar,Josiane Mothe
Anja Theobald,Gerhard Weikum
Ann Christine Catlin,Ahmed K. Elmagarmid
Ann Christine Catlin,Athena Vakali
Ann Christine Catlin,Ihab F. Ilyas
Ann Christine Catlin,Moustafa A. Hammad
Ann Christine Catlin,Sunil Prabhakar
Ann Christine Catlin,Yi-Cheng Tu
Anna C. Gilbert,Martin Strauss 0001
Anna C. Gilbert,Yannis Kotidis
Anne Descour,Richard T. Snodgrass
Anne Diekema,Joanne Silverstein
Anne Diekema,Nancy J. McCracken
Anne Diekema,Stuart A. Sutton
Anne H. H. Ngu,Andrzej Cichocki
Anne H. H. Ngu,Dimitrios Georgakopoulos
Anne H. H. Ngu,Donald Baker
Anne H. H. Ngu,Joseph Desmarais
Anne H. H. Ngu,Marlon Dumas
Anne H. H. Ngu,Peter Bates
Anne Ruas,Marc J. van Kreveld
Anne Ruas,Mark Sanderson
Anne Ruas,Monika Sester
Anne Ruas,Robert Weibel
Anni Coden,Eric W. Brown 0001
Anthony Rowe,Jameel Syed
Anthony Rowe,Patrick Wendel
Antoine Mensch,Anthony Tomasic
Anton Faradjian,Johannes Gehrke
Anton Faradjian,Philippe Bonnet
Anton Leuski,James Allan
Anton Schwaighofer,Volker Tresp
Antonio Lopez,James Donlon
Antonio Lopez,William Cleckner
Antonios Deligiannakis,Nick Roussopoulos
Antonios Deligiannakis,Yannis Kotidis
Anuradha Bhamidipaty,Alok Kirpal
Anuradha Bhamidipaty,Chandra Mouli
Ao Feng,James Allan
Arash Rafiey,Mehrdad Shahshahani
Aris Tsois,Frank Ramsak
Aris Tsois,Klaus Elhardt
Aris Tsois,Robert Fenk
Aris Tsois,Roland Pieringer
Aris Tsois,Rudolf Bayer
Aris Tsois,Volker Markl
Aristides Gionis,Dan Klein
Aristides Gionis,Piotr Indyk
Arjen P. de Vries,Martin L. Kersten
Arjen P. de Vries,Niels Nes
Arjen P. de Vries,Nikos Mamoulis
Armin Hust,Andreas Dengel 0001
Armin Hust,Markus Junker 0002
Arnaud Giacometti,Dominique Laurent
Arnaud Giacometti,Nicolas Spyratos
Arnd Christian König,Gerhard Weikum
Arno J. Knobbe,Arno Siebes
Arno J. Knobbe,Bart Marseille
Arno Siebes,Bart Marseille
Arthur H. M. ter Hofstede,Nick Russell
Aruna Lorensuhewa,Binh Pham 0001
Aruna Lorensuhewa,Shlomo Geva
Arvind Arasu,Brian Babcock
Arvind Arasu,Jennifer Widom
Arvind Arasu,Jon McAlister
Arvind Hulgeri,Soumen Chakrabarti
Ashish Goel,Cyrus Shahabi
Ashish Goel,Roger Zimmermann
Ashish Kumar Gupta,Vivek R. Narasayya
Ashish Sureka,Peter R. Wurman
Ashutosh Garg,Dan Roth
Ashutosh Garg,Sariel Har-Peled
Asuman Dogac,Sait Pektas
Asuman Dogac,Serkan Toprak
Asuman Dogac,Yusuf Tambag
Avi Finkel,Chip Whitmer
Avi Finkel,Natalie S. Glance
Avi Finkel,Robert Stockton
Avi Finkel,Tom Pierce
Avigdor Gal,Gang Xu
Axel Kilian,Dieter Merkel
Axel Kilian,Gunnar Wegner
Axel Kilian,Johann Christoph Freytag
Axel Kilian,Peter Rieger
Axel Mönkeberg,Christof Hasse
Axel Mönkeberg,Peter Zabback
Ayhan Demiriz,Richard Maclin
Ayman Farahat,Francine Chen 0001
Ayman Farahat,Geoffrey Nunberg
Babak Akhgar,Innes Ritchie
Babak Akhgar,James Stevenson
Babak Akhgar,Jawed I. A. Siddiqi
Babak Akhgar,Khalid Hafeez
Babak Akhgar,Mehrdad Naderi
Barbara Oliboni,Daniele Pasini
Barbara Oliboni,Giuseppe Viviani
Barbara Oliboni,Letizia Tanca
Bei Yu,Les Gasser
Ben Kao,Chi Lap Yip
Ben Kao,Chi-Yuen Ng
Ben Kao,David Wai-Lok Cheung
Benjamin B. Perry,Julie A. Stilson
Benjamin B. Perry,William H. Hsu
Benjamin Kuipers,Patrick Beeson
Benoît Dageville,Mohamed Zaït
Bernardo Magnini,Fabrizio Sebastiani 0001
Bernd Amann,Anne-Marie Vercoustre
Bernd Amann,Catriel Beeri
Bernd Amann,Michel Scholl
Bernd Meyer 0001,Laurent Tardif
Bernd Wiswedel,David E. Patterson
Bernhard Mitschang,Quan Wang
Bernhard Pfahringer,Eibe Frank
Bernhard Pfahringer,Mark A. Hall
Bernhard Pfahringer,Richard Kirkby
Bernhard Schölkopf,Christina S. Leslie
Bernhard Schölkopf,Jason Weston
Bernhard Schölkopf,William Stafford Noble
Bernhard Seeger,David Scot Taylor
Bernhard Seeger,Peter Widmayer
Bernhard Zeller,Alfons Kemper
Bertram Ludäscher,Maryann E. Martone
Bertram Ludäscher,Yannis Papakonstantinou
Bettina Berendt,Miki Nakagawa
Bettina Berendt,Myra Spiliopoulou
Bhavani Raskutti,Adam Kowalczyk
Bhavani Raskutti,Herman L. Ferrá
Bianca Zadrozny,Charles Elkan
Bianca Zadrozny,Wei Fan 0001
Bin Chen,Peter J. Haas
Bin Chen,Peter Scheuermann
Bin Fang,Wynne Hsu
Bin Liu 0005,Elke A. Rundensteiner
Bin Wang 0004,Shuo Bai
Bing Liu 0001,Jing Liu
Bing Liu 0001,Kaidi Zhao
Bing Liu 0001,Ke Wang
Bing Liu 0001,Lan Yi
Bing Liu 0001,Philip S. Yu
Bing Zhao,Stephan Vogel
Binh Pham 0001,Shlomo Geva
Binyamin Rosenfeld,Ronen Feldman
Binyamin Rosenfeld,Yonatan Aumann
Birger Larsen,Peter Ingwersen
Birgit Hay,Geert Wets
Birgit Hay,Koen Vanhoof
Birgit Zimmermann,Karin Harbusch
Birgit Zimmermann,Melanie Gnasa
Björn Bringmann,Friedrich Neubarth
Björn Bringmann,Gerhard Widmer
Björn Bringmann,Hannes Pirker
Björn Bringmann,Stefan Kramer 0001
Bogdan Stanescu,Antonio Lopez
Bogdan Stanescu,Cristina Boicu
Bogdan Stanescu,James Donlon
Bogdan Stanescu,Jerry Comello
Bogdan Stanescu,Marcel Barbulescu
Bogdan Stanescu,William Cleckner
Bohdana Ratitch,Doina Precup
Boris Wolf,Matthias Palmér
Boris Wolf,Michael Sintek
Boris Wolf,Mikael Nilsson
Boris Wolf,Stefan Decker
Boris Wolf,Tore Risch
Brandon C. S. Sanders,Rahul Sukthankar
Brandon C. S. Sanders,Randal C. Nelson
Brent Heeringa,Niall M. Adams
Brian Babcock,Jennifer Widom
Brian Babcock,Jon McAlister
Brian Babcock,Rajeev Motwani 0001
Brian F. Cooper,Gísli R. Hjaltason
Brian F. Cooper,Michael J. Franklin
Brian F. Cooper,Moshe Shadmon
Brian Murphy,Elke A. Rundensteiner
Bruce G. Lindsay 0001,Jeffrey F. Naughton
Bruce G. Lindsay 0001,Larry Brown
Bruce W. Porter,Andres C. Rodriguez
Bruno Gusmão Rocha,Mohammed Javeed Zaki
Bruno Gusmão Rocha,Márcio de Carvalho
Bruno Gusmão Rocha,Wagner Meira Jr.
Bruno Pôssas,Mohammed Javeed Zaki
Bruno Pôssas,Wagner Meira Jr.
Bryan Smith,Lubor Kollár
Caetano Traina Jr.,Christos Faloutsos
Caetano Traina Jr.,Roberto F. Santos Filho
Carla P. Gomes,Bart Selman
Carlo Blundo,Annalisa De Bonis
Carlo Blundo,Stelvio Cimato
Carlo Mastroianni,Andrea Pugliese 0001
Carlo Mastroianni,Riccardo Ortale
Carlos A. Hurtado,Alberto O. Mendelzon
Carlos Guestrin,Dale Schuurmans
Carlos Guestrin,Daphne Koller
Carlos Guestrin,Michail G. Lagoudakis
Carlos Guestrin,Ronald Parr
Carlos Guestrin,Shobha Venkataraman
Carlos Ordonez 0001,Edward Omiecinski
Carlotta Domeniconi,Dimitrios Gunopulos
Carlotta Domeniconi,George Kollios
Carlotta Domeniconi,Nick Koudas
Carlotta Domeniconi,Ricardo Vilalta
Carlotta Domeniconi,Sheng Ma
Carmel Domshlak,Natalia Orlov
Carmen Constantinescu,Holger Meinecke
Carmen Constantinescu,Uwe Heinkel
Carole R. Beal,Niall M. Adams
Carson Kai-Sang Leung,Heikki Mannila
Carson Kai-Sang Leung,Raymond T. Ng
Catriel Beeri,Anne-Marie Vercoustre
Catriel Beeri,Michel Scholl
Cecilia Magdalena Procopiuc,Michael Jones
Cecilia Magdalena Procopiuc,Pankaj K. Agarwal
Chang-Hung Lee,Philip S. Yu
Charles D. Cranor,Oliver Spatscheck
Charles D. Cranor,Theodore Johnson
Charles D. Cranor,Vladislav Shkapenyuk
Charles D. Cranor,Yuan Gao
Charles L. A. Clarke,Egidio L. Terra
Charles L. A. Clarke,Gordon V. Cormack
Charles L. A. Clarke,Thomas R. Lynam
Charles Lee Isbell Jr.,Diane J. Litman
Charles Lee Isbell Jr.,Jessica Howe
Charles Lee Isbell Jr.,Satinder P. Singh
Charles X. Ling,Jie Cheng
Charles X. Ling,Qiang Yang 0001
Charu C. Aggarwal,Philip S. Yu
Chee Yong Chan,Pascal Felber
Chee Yong Chan,Rajeev Rastogi
Chen Li 0001,Sharad Mehrotra
Cheng-Ru Lin,Chang-Hung Lee
Cheng-Ru Lin,Philip S. Yu
ChengXiang Zhai,John D. Lafferty
Chris Bystroff,Mohammed Javeed Zaki
Chris H. Q. Ding,Horst D. Simon
Chris H. Q. Ding,Parry Husbands
Chris Jermaine,Edward Omiecinski
Chris Jermaine,Wai Gen Yee
Chris Olston,Jennifer Widom
Chris Stolte,Diane Tang
Chris Stolte,Pat Hanrahan
Christian Borgelt,Michael R. Berthold
Christian Böhm,Florian Krebs
Christian Convey,Greg Seidman
Christian Convey,Michael Stonebraker
Christian Convey,Stanley B. Zdonik
Christian S. Jensen,Torben Bach Pedersen
Christian Wiesner,Alfons Kemper
Christian Wiesner,Peter Winklhofer
Christina S. Leslie,William Stafford Noble
Christina Yip Chung,Alpha K. Luk
Christina Yip Chung,Bin Chen
Christina Yip Chung,Michael Gertz 0001
Christina Yip Chung,Neel Sundaresan
Christina Yip Chung,Raymond Lieu
Christine Xing Wang,Theodore Johnson
Christof Hasse,Peter Zabback
Christoph Koch 0001,Reinhard Pichler
Christoph Mangold,Ulrich Güntzer
Christopher B. Jones,Anne Ruas
Christopher B. Jones,Marc J. van Kreveld
Christopher B. Jones,Mark Sanderson
Christopher B. Jones,Monika Sester
Christopher B. Jones,Robert Weibel
Christopher B. Jones,Ross Purves
Christopher Kermorvant,Pierre Dupont
Christopher McCubbin,David Alger
Christopher McCubbin,Michael Pekala
Christopher McCubbin,Shon Vick
Christopher Meek,David Heckerman
Christopher Meek,David Maxwell Chickering
Christopher R. Palmer,Christos Faloutsos
Christopher R. Palmer,Phillip B. Gibbons
Christopher Stoughton,Jan vandenBerg
Christos Amanatidis,Maria Halkidi
Christos Amanatidis,Michalis Vazirgiannis
Christos Berberidis,Ahmed K. Elmagarmid
Christos Berberidis,Ioannis P. Vlahavas
Christos Berberidis,Mikhail J. Atallah
Christos Berberidis,Walid G. Aref
Christos Faloutsos,Robert Laurini
Christos Faloutsos,Sylvie Servigne
Christos Faloutsos,Tara M. Madhyastha
Chuck Freiwald,Mahesh Jagannath
Chuck Freiwald,Richard Jiang
Chun Tang,Yong Shi
Chun Zhang,Guy M. Lohman
Chun Zhang,Nimrod Megiddo
Chung-Min Chen,Christine T. Cheng
Claude Frasson,Marc Kaltenbach
Claudio Bartolini,Chris Preist
Claudio Bettini,Sushil Jajodia
Clemens Bertram,Amit P. Sheth
Corin R. Anderson,Daniel S. Weld
Corin R. Anderson,Eric Horvitz
Corin R. Anderson,Pedro M. Domingos
Costas Vassilakis,George R. S. Weir
Craig A. Knoblock,Jean Oh
Craig A. Knoblock,Maria Muslea
Craig A. Knoblock,Steven Minton
Craig Boutilier,Carlos Guestrin
Craig Boutilier,Dale Schuurmans
Craig J. A. McEwan,Ian Ruthven
Craig Saunders,Hauke Tschach
Craig Saunders,John Shawe-Taylor
Cristian Bucila,Daniel Kifer
Cristian Bucila,Johannes Gehrke
Cristian Bucila,Walker M. White
Cristian Gozzi,Giuseppe Manco 0001
Cristina Boicu,Antonio Lopez
Cristina Boicu,Gheorghe Tecuci
Cristina Boicu,James Donlon
Cristina Boicu,Jerry Comello
Cristina Boicu,Marcel Barbulescu
Cristina Boicu,Mihai Boicu
Cristina Boicu,William Cleckner
Curt J. Ellmann,Jeffrey F. Naughton
Curt J. Ellmann,Peter J. Haas
Cyril Goutte,Francine Chen 0001
Cyril Goutte,Kris Popat
Cyrus Shahabi,Roger Zimmermann
Céline Rouveirol,Michèle Sebag
César Ferri,José Hernández-Orallo
César Ferri,Peter A. Flach
Dale Schuurmans,Carlos Guestrin
Dale Schuurmans,Craig Boutilier
Dale Schuurmans,Nick Cercone
Dale Schuurmans,Stephen E. Robertson
Damien Brain,Geoffrey I. Webb
Dan Cosley,David M. Pennock
Dan Cosley,Steve Lawrence
Dan Klein,Christopher D. Manning
Dan Klein,Piotr Indyk
Dan Olteanu,François Bry
Dan Olteanu,Holger Meuss
Dan Olteanu,Tim Furche
Daniel A. Keim,Markus Wawryniuk
Daniel Alexander Ford,Calvin Powers
Daniel Barbará,Julia Couto 0001
Daniel Barbará,Yi Li
Daniel G. Shapiro,Pat Langley
Daniel Gruhl,Amit Somani
Daniel Heesch,Stefan M. Rüger
Daniel J. Abadi,Mitch Cherniack
Daniel Kifer,Walker M. White
Daniel L. Silver,Robert E. Mercer
Daniel S. Bernstein,Lev Finkelstein
Daniel S. Bernstein,Shlomo Zilberstein
Daniel S. Bernstein,Theodore J. Perkins
Daniela Florescu,Andreas Grünhagen
Daniela Florescu,Donald Kossmann
Daniela Florescu,Steffen Rost
Daniela Petrelli,Jussi Karlgren
Daniela Petrelli,Mark Sanderson
Daniela Petrelli,Micheline Beaulieu
Daniele Braga,Alessandro Campi
Daniele Braga,Stefano Ceri
Daniele Pasini,Giuseppe Viviani
Daniele Pasini,Letizia Tanca
Daniele Peri,Roberto Pirrone
Dao Dinh Kha,Masatoshi Yoshikawa
Dao Dinh Kha,Shunsuke Uemura
Daphne Koller,Ben Wegbreit
Darnell J. Moore,Irfan A. Essa
David A. Evans 0001,James G. Shanahan
David A. Evans 0001,Victor Sheftel
David A. Grossman,Ophir Frieder
David A. McAllester,János A. Csirik
David A. McAllester,Michael L. Littman
David Andre,Ofer Matan
David Andre,Stuart J. Russell
David Avant,Amit P. Sheth
David Avant,Clemens Bertram
David B. Lomet,Gerhard Weikum
David Baxter,Roland Reagan
David Carmel,Aya Soffer
David Carmel,Eitan Farchi
David Carmel,Yael Petruschka
David D. Jensen,Jennifer Neville
David Eppstein,Joseph Wang
David J. DeWitt,Jeffrey F. Naughton
David J. DeWitt,Qi Su
David J. Stracuzzi,Paul E. Utgoff
David L. Dowe,Lloyd Allison
David M. Hart,Michael J. Pazzani
David M. Pennock,Gary William Flake
David M. Pennock,Robert Krovetz
David M. Pennock,Steve Lawrence
David Maxwell Chickering,David Heckerman
David Modjeska,Daniel Wigdor
David Scheidt,Christopher McCubbin
David Scheidt,David Alger
David Scheidt,Michael Pekala
David Scheidt,Shon Vick
David Scot Taylor,Peter Widmayer
David Sun,Johannes Gehrke
David Trastour,Chris Preist
David Trastour,Claudio Bartolini
David Vickrey,Daphne Koller
David W. Patterson,Mykola Galushka
David W. Patterson,Niall Rooney
David Wai-Lok Cheung,Chi Lap Yip
David Wai-Lok Cheung,Chi-Yuen Ng
Dennis E. Shasha,Jason Tsong-Li Wang
Dennis E. Shasha,Philippe Bonnet
Dennis E. Shasha,Rosalba Giugno
Denver Dash,Gregory F. Cooper
Deo N. Bhardwaj,Manish P. Kurhekar
Deo N. Bhardwaj,Pankaj Kankar
Devina Desai,Vinay Bhat
Dian Tjondronegoro,Binh Pham 0001
Dian Tjondronegoro,Yi-Ping Phoebe Chen
Diane J. Litman,Jessica Howe
Diane Kelly 0001,Nicholas J. Belkin
Diane Kelly 0001,Vanessa Murdock 0001
Diane Tang,Pat Hanrahan
Diego Calvanese,Giuseppe De Giacomo
Diego Calvanese,Maurizio Lenzerini
Diego Calvanese,Moshe Y. Vardi
Dieter Merkel,Johann Christoph Freytag
Dimitrios Georgakopoulos,Andrzej Cichocki
Dimitrios Georgakopoulos,Donald Baker
Dimitrios Georgakopoulos,Joseph Desmarais
Dimitrios Georgakopoulos,Peter Bates
Dimitrios Gunopulos,Bernhard Seeger
Dimitrios Gunopulos,Demetrios Zeinalipour-Yazti
Dimitrios Gunopulos,George Kollios
Dimitrios Gunopulos,Nick Koudas
Dimitris Papadias,Jun Zhang 0005
Dimitris Papadias,Panos Kalnis
Dimitris Plexousakis,Michel Scholl
Dirk Bahle,Hugh E. Williams
Dirk Bahle,Justin Zobel
Djamel A. Zighed,Fabrice Muhlenbach
Djamel A. Zighed,Stéphane Lallich
Dmitri V. Kalashnikov,Oliver Po
Dmitri V. Kalashnikov,Radu Sion
Dmitry Davidov,Shaul Markovitch
Domenico Rosaci,Domenico Saccà
Domenico Rosaci,Luigi Pontieri
Dominique Laurent,Nicolas Spyratos
Donald Baker,Andrzej Cichocki
Donald Baker,Joseph Desmarais
Donald Baker,Peter Bates
Donald Carney,Christian Convey
Donald Carney,Greg Seidman
Donald Carney,Michael Stonebraker
Donald Carney,Mitch Cherniack
Donald Carney,Stanley B. Zdonik
Donald Kossmann,Frank Ramsak
Donald Kossmann,Steffen Rost
Donato Malerba,Floriana Esposito
Donato Malerba,Michelangelo Ceci
Dorian Suc,Ivan Bratko
Dorin Marcu,Antonio Lopez
Dorin Marcu,Bogdan Stanescu
Dorin Marcu,Cristina Boicu
Dorin Marcu,James Donlon
Dorin Marcu,Jerry Comello
Dorin Marcu,Marcel Barbulescu
Dorin Marcu,William Cleckner
Doron Cohen,Aya Soffer
Doron Cohen,Michael Herscovici
Doron Cohen,Yael Petruschka
Douglas Aberdeen,Jonathan Baxter
Douglas W. Oard,Funda Ertunc
Dragan Gamberger,Nada Lavrac
Dragomir R. Radev,Harris Wu
Dragomir R. Radev,Hong Qi
Dídac Busquets,Carles Sierra
Dídac Busquets,Ramón López de Mántaras
Eamonn J. Keogh,Bill Yuan-chi Chiu
Eamonn J. Keogh,David M. Hart
Eamonn J. Keogh,Jessica Lin 0001
Eamonn J. Keogh,Michael J. Pazzani
